SMILES,CAS,logP
OS(=N)(=O)C1=CC2=S(O)(O)=NC(CCl)N=C2C=C1Cl,1824-47-1,0.11
[H]OS(=O)(=N[H])C1=C([H])C2=S(O[H])(O[H])=NC([H])(N=C2C([H])=C1Cl)C([H])([H])Cl,1824-47-1,0.11
NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)N=S2(O)=O)C=C1Cl,1824-50-6,0.93
[H]OS1([H])(O[H])=NC(=NC2=C([H])C(Cl)=C(C([H])=C12)S(=O)(=O)N([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H],1824-50-6,0.93
NS(=O)(=O)C1=CC2=C(C=C1Cl)N=C(CC1=CC=CC=C1)N=S2(O)O,1824-50-6,0.93
[H]OS1([H])(O[H])=C2C([H])=C(C(Cl)=C([H])C2=NC(=N1)C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])S(=O)(=O)N([H])[H],1824-50-6,0.93
NS(=O)(=O)C1=CC2=S(O)(O)N=C(CC3=CC=CC=C3)N=C2C=C1Cl,1824-50-6,0.93
[H]OS(=O)(=N[H])C1=C(Cl)C([H])=C2N=C(N=S([H])(O[H])(O[H])C2=C1[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H],1824-50-6,0.93
[H]OS(=O)(=N[H])C1=C([H])C2=S([H])(O[H])(O[H])N=C(N=C2C([H])=C1Cl)C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H],1824-50-6,0.93
OS1(O)=C2C=C(C(Cl)=CC2=NC(CC2=CC=CC=C2)=N1)S(O)(=N)=O,1824-50-6,0.93
[H]N([H])S(=O)(=O)C1=C(Cl)C([H])=C2N([H])C([H])(N([H])S(=O)(=O)C2=C1[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H],1824-50-6,0.93
NS(=O)(=O)c1cc2c(cc1Cl)NC(Cc1ccccc1)NS2(=O)=O,1824-50-6,0.93
[H]OS(=O)(=N[H])C1=C(Cl)C([H])=C2N([H])C([H])(N([H])S(=O)(=O)C2=C1[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H],1824-50-6,0.93
OS(=N)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)NS2(=O)=O)C=C1Cl,1824-50-6,0.93
[H]OS1(=O)=NC([H])(N([H])C2=C([H])C(Cl)=C(C([H])=C12)S(=O)(=O)N([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H],1824-50-6,0.93
[H]OS1([H])(=O)N([H])C(N([H])C2=C([H])C(Cl)=C(C([H])=C12)S(=O)(=O)N([H])[H])=C([H])C1=C([H])C([H])=C([H])C([H])=C1[H],1824-50-6,0.93
[H]OS1([H])(=O)N=C(N([H])C2=C([H])C(Cl)=C(C([H])=C12)S(=O)(=O)N([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H],1824-50-6,0.93
NS(=O)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)=NS2(O)=O)C=C1Cl,1824-50-6,0.93
[H]OS(=O)(=N[H])C1=C(Cl)C([H])=C2N([H])C([H])(N=S(=O)(O[H])C2=C1[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H],1824-50-6,0.93
OS(=N)(=O)C1=CC2=C(NC(CC3=CC=CC=C3)N=S2(O)=O)C=C1Cl,1824-50-6,0.93
[H]OS(=O)(=N[H])C1=C(Cl)C([H])=C2N([H])C(N([H])S([H])(=O)(O[H])C2=C1[H])=C([H])C1=C([H])C([H])=C([H])C([H])=C1[H],1824-50-6,0.93
[H]OS1([H])(=O)N([H])C(=NC2=C([H])C(Cl)=C(C([H])=C12)S(=O)(=O)N([H])[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H],1824-50-6,0.93
NS(=O)(=O)C1=CC2=C(C=C1Cl)N=C(CC1=CC=CC=C1)NS2(O)=O,1824-50-6,0.93
[H]OS(=O)(=N[H])C1=C(Cl)C([H])=C2N([H])C(=NS([H])(=O)(O[H])C2=C1[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H],1824-50-6,0.93
OS1(=O)N=C(CC2=CC=CC=C2)NC2=C1C=C(C(Cl)=C2)S(O)(=N)=O,1824-50-6,0.93
[H]OS1([H])(O[H])=NC(N([H])C2=C([H])C(Cl)=C(C([H])=C12)S(=O)(=O)N([H])[H])=C([H])C1=C([H])C([H])=C([H])C([H])=C1[H],1824-50-6,0.93
NS(=O)(=O)C1=CC2=C(NC(=CC3=CC=CC=C3)N=S2(O)O)C=C1Cl,1824-50-6,0.93
[H]OS(=O)(=N[H])C1=C(Cl)C([H])=C2N=C(N([H])S([H])(=O)(O[H])C2=C1[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H],1824-50-6,0.93
OS1(=O)NC(CC2=CC=CC=C2)=NC2=C1C=C(C(Cl)=C2)S(O)(=N)=O,1824-50-6,0.93
[H]OS(=O)(=N[H])C1=C(Cl)C([H])=C2N([H])C(N=S([H])(O[H])(O[H])C2=C1[H])=C([H])C1=C([H])C([H])=C([H])C([H])=C1[H],1824-50-6,0.93
OS1(O)=NC(NC2=C1C=C(C(Cl)=C2)S(O)(=N)=O)=CC1=CC=CC=C1,1824-50-6,0.93
[H]OS1(=O)=C2C([H])=C(C(Cl)=C([H])C2=NC([H])(N1[H])C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])S(=O)(=O)N([H])[H],1824-50-6,0.93
NS(=O)(=O)C1=CC2=S(O)(=O)NC(CC3=CC=CC=C3)N=C2C=C1Cl,1824-50-6,0.93
[H]OS1([H])(O[H])=C2C([H])=C(C(Cl)=C([H])C2=NC(N1[H])=C([H])C1=C([H])C([H])=C([H])C([H])=C1[H])S(=O)(=O)N([H])[H],1824-50-6,0.93
OS(=N)(=O)C1=CC2=S(O)(=O)NC(CC3=CC=CC=C3)N=C2C=C1Cl,1824-50-6,0.93
[H]OS(=O)(=N[H])C1=C([H])C2=S(=O)(O[H])N([H])C([H])(N=C2C([H])=C1Cl)C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H],1824-50-6,0.93
[H]OS=1(O[H])=C2C([H])=C(C(Cl)=C([H])C2=NC([H])(N=1)C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H])S(=O)(=O)N([H])[H],1824-50-6,0.93
NS(=O)(=O)C1=CC2=S(O)(O)=NC(CC3=CC=CC=C3)N=C2C=C1Cl,1824-50-6,0.93
[H]OS(=O)(=N[H])C1=C([H])C2=S([H])(O[H])(O[H])N([H])C(N=C2C([H])=C1Cl)=C([H])C1=C([H])C([H])=C([H])C([H])=C1[H],1824-50-6,0.93
OS(=N)(=O)C1=CC2=S(O)(O)=NC(CC3=CC=CC=C3)N=C2C=C1Cl,1824-50-6,0.93
[H]OS(=O)(=N[H])C1=C([H])C2=S(O[H])(O[H])=NC([H])(N=C2C([H])=C1Cl)C([H])([H])C1=C([H])C([H])=C([H])C([H])=C1[H],1824-50-6,0.93
CCC(C)c1cnc(CC(C)C)c(=O)n1O,NOCAS_871687,1.81
[H]ON1C(=O)C(=NC([H])=C1C([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],NOCAS_871687,1.81
CC(C)CC1=NC=C(C(C)CC)N(O)C1=O,NOCAS_871687,1.81
CCC(C)C1=CN=C(CC(C)C)C(=O)N1O,NOCAS_871687,1.81
CC(C)c1cc(ccc1)OCC(=O)O,1878-52-0,2.59
[H]OC(O[H])=C([H])OC1=C([H])C([H])=C([H])C(=C1[H])C([H])(C([H])([H])[H])C([H])([H])[H],1878-52-0,2.59
CC(C)C1=CC(OC=C(O)O)=CC=C1,1878-52-0,2.59
[H]OC(=O)C([H])([H])OC1=C([H])C([H])=C([H])C(=C1[H])C([H])(C([H])([H])[H])C([H])([H])[H],1878-52-0,2.59
CC(C)C1=CC(OCC(O)=O)=CC=C1,1878-52-0,2.59
CC(C)c1cc(ccc1)OCC(O)=O,1878-52-0,2.59
OC(=O)COC1=CC2=C(CCCC2)C=C1,1878-59-7,2.67
[H]OC(O[H])=C([H])OC1=C([H])C([H])=C2C(=C1[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H],1878-59-7,2.67
OC(O)=COC1=CC2=C(CCCC2)C=C1,1878-59-7,2.67
[H]OC(=O)C([H])([H])OC1=C([H])C([H])=C2C(=C1[H])C([H])([H])C([H])([H])C([H])([H])C2([H])[H],1878-59-7,2.67
OC(=O)COc1cc2CCCCc2cc1,1878-59-7,2.67
OC(=O)COC1=CC(=CC=C1)C(O)=O,1878-61-1,1.11
[H]OC(O[H])=C([H])OC1=C([H])C([H])=C([H])C(=C1[H])C(=O)O[H],1878-61-1,1.11
OC(O)=COC1=CC(=CC=C1)C(O)=O,1878-61-1,1.11
OC(O)=COC1=CC=CC(=C1)C(O)=O,1878-61-1,1.11
[H]OC(=O)C1=C([H])C(OC([H])([H])C(=O)O[H])=C([H])C([H])=C1[H],1878-61-1,1.11
OC(=O)c1cc(ccc1)OCC(O)=O,1878-61-1,1.11
OC(=O)COC1=CC=CC(=C1)C(O)=O,1878-61-1,1.11
OC(=O)COc1cc(C(=O)O)ccc1,1878-61-1,1.11
CC(=O)C1=CC=C(OCC(O)=O)C=C1,1878-81-5,0.87
[H]OC(O[H])=C([H])OC1=C([H])C([H])=C(C([H])=C1[H])C(O[H])=C([H])[H],1878-81-5,0.87
OC(O)=COC1=CC=C(C=C1)C(O)=C,1878-81-5,0.87
[H]OC(=O)C([H])([H])OC1=C([H])C([H])=C(C([H])=C1[H])C(O[H])=C([H])[H],1878-81-5,0.87
OC(=O)COC1=CC=C(C=C1)C(O)=C,1878-81-5,0.87
[H]OC(O[H])=C([H])OC1=C([H])C([H])=C(C([H])=C1[H])C(=O)C([H])([H])[H],1878-81-5,0.87
CC(=O)C1=CC=C(OC=C(O)O)C=C1,1878-81-5,0.87
[H]OC(=O)C([H])([H])OC1=C([H])C([H])=C(C([H])=C1[H])C(=O)C([H])([H])[H],1878-81-5,0.87
CC(=O)c1ccc(cc1)OCC(=O)O,1878-81-5,0.87
CC(=O)c1ccc(cc1)OCC(O)=O,1878-81-5,0.87
OC(=O)COc1cc(I)ccc1,1878-93-9,2.44
[H]OC(O[H])=C([H])OC1=C([H])C([H])=C([H])C(I)=C1[H],1878-93-9,2.44
OC(O)=COC1=CC(I)=CC=C1,1878-93-9,2.44
OC(O)=COC1=CC=CC(I)=C1,1878-93-9,2.44
[H]OC(=O)C([H])([H])OC1=C([H])C([H])=C([H])C(I)=C1[H],1878-93-9,2.44
OC(=O)COC1=CC(I)=CC=C1,1878-93-9,2.44
OC(=O)COC1=CC=CC(I)=C1,1878-93-9,2.44
OC(=O)COc1cccc(I)c1,1878-93-9,2.44
N#CC=CC1=CC=CC=C1,1885-38-7,1.96
N#C/C=C/c1ccccc1,1885-38-7,1.96
N#CC=Cc1ccccc1,1885-38-7,1.96
[H]\\C(C#N)=C(\\[H])C1=C([H])C([H])=C([H])C([H])=C1[H],1885-38-7,1.96
N=C=C=CC1=CC=CC=C1,1885-38-7,1.96
Clc1cccc(n1)C(Cl)(Cl)Cl,1929-82-4,3.41
ClC1=CC=CC(=N1)C(Cl)(Cl)Cl,1929-82-4,3.41
[H]C1=C([H])C(Cl)=NC(=C1[H])C(Cl)(Cl)Cl,1929-82-4,3.41
Clc1cccc([n]1)C(Cl)(Cl)Cl,1929-82-4,3.41
OC(=NC(=O)C1=CC=CC=C1O)C1=CC=CC=C1O,1972-71-0,1.92
[H]OC(=NC(=O)C1=C(O[H])C([H])=C([H])C([H])=C1[H])C1=C(O[H])C([H])=C([H])C([H])=C1[H],1972-71-0,1.92
[H]OC1=C(C([H])=C([H])C([H])=C1[H])C(=O)N([H])C(=O)C1=C(O[H])C([H])=C([H])C([H])=C1[H],1972-71-0,1.92
OC1=CC=CC=C1C(=O)NC(=O)C1=CC=CC=C1O,1972-71-0,1.92
Oc1ccccc1C(=O)NC(=O)c1ccccc1O,1972-71-0,1.92
Oc1ccccc1C(=O)NC(=O)c2ccccc2O,1972-71-0,1.92
Cc1c(cccc1[N+](=O)[O-])C(=O)O,1975-50-4,2.16
[H]OC(=O)C1=C([H])C([H])=C([H])C(=C1C([H])([H])[H])[N+]([O-])=O,1975-50-4,2.16
CC1=C(C=CC=C1[N+]([O-])=O)C(O)=O,1975-50-4,2.16
Cc1c(cccc1[N+]([O-])=O)C(O)=O,1975-50-4,2.16
[H]OC(O[H])=C1C([H])=C([H])C([H])=C(C1=C([H])[H])[N+]([O-])=O,1975-50-4,2.16
OC(O)=C1C=CC=C(C1=C)[N+]([O-])=O,1975-50-4,2.16
Fc1ccc(cc1)C1=CCNCC1,1978-59-2,2.37
[H]N1C([H])([H])C([H])=C(C2=C([H])C([H])=C(F)C([H])=C2[H])C([H])([H])C1([H])[H],1978-59-2,2.37
c1cc(F)ccc1C1=CCNCC1,1978-59-2,2.37
c1cc(F)ccc1C2=CCNCC2,1978-59-2,2.37
Fc1ccc(cc1)C1CCNCC=1,1978-59-2,2.37
FC1=CC=C(C=C1)C1=CCNCC1,1978-59-2,2.37
N#CC(c1ccc(cc1)Cl)C(C)C,2012-81-9,3.41
[H]C1=C([H])C(=C([H])C([H])=C1Cl)C([H])(C#N)C([H])(C([H])([H])[H])C([H])([H])[H],2012-81-9,3.41
CC(C)C(C#N)C1=CC=C(Cl)C=C1,2012-81-9,3.41
CC(C)C(C#N)c1ccc(Cl)cc1,2012-81-9,3.41
N#CC(c(ccc(c1)Cl)c1)C(C)C,2012-81-9,3.41
[H]N=C=C(C1=C([H])C([H])=C(Cl)C([H])=C1[H])C([H])(C([H])([H])[H])C([H])([H])[H],2012-81-9,3.41
CC(C)C(=C=N)C1=CC=C(Cl)C=C1,2012-81-9,3.41
CN1c2ccc(F)cc2C(=NCC1=O)c1ccccc1F,2024-34-2,2.41
CN1C2=CC=C(F)C=C2C(=NCC1=O)C1=CC=CC=C1F,2024-34-2,2.41
[H]C1=C([H])C(F)=C(C([H])=C1[H])C1=NC([H])([H])C(=O)N(C2=C([H])C([H])=C(F)C([H])=C12)C([H])([H])[H],2024-34-2,2.41
CN1C(=O)CN=C(c2cc(F)ccc12)c1ccccc1F,2024-34-2,2.41
O=C1CN=C(c2ccccc2F)c2cc(F)ccc2N1C,2024-34-2,2.41
O=C1CN=C(c3ccccc3F)c2cc(F)ccc2N1C,2024-34-2,2.41
CC(=O)Nc1cc(C)cc(C)c1,2050-45-5,2.17
[H]OC(=C([H])[H])N([H])C1=C([H])C(=C([H])C(=C1[H])C([H])([H])[H])C([H])([H])[H],2050-45-5,2.17
CC1=CC(NC(O)=C)=CC(C)=C1,2050-45-5,2.17
[H]N(C(=O)C([H])([H])[H])C1=C([H])C(=C([H])C(=C1[H])C([H])([H])[H])C([H])([H])[H],2050-45-5,2.17
CC(=O)NC1=CC(C)=CC(C)=C1,2050-45-5,2.17
[H]OC(=NC1=C([H])C(=C([H])C(=C1[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],2050-45-5,2.17
CC(O)=NC1=CC(C)=CC(C)=C1,2050-45-5,2.17
Clc1ccccc1c1ccccc1,2051-60-7,4.53
[H]C1=C([H])C([H])=C(C([H])=C1[H])C1=C([H])C([H])=C([H])C([H])=C1Cl,2051-60-7,4.53
Clc1ccccc1-c1ccccc1,2051-60-7,4.53
ClC1=CC=CC=C1C1=CC=CC=C1,2051-60-7,4.53
Brc1ccccc1c1ccccc1,55705,4.59
[H]C1=C([H])C([H])=C(C([H])=C1[H])C1=C([H])C([H])=C([H])C([H])=C1Br,55705,4.59
Brc1ccccc1-c1ccccc1,55705,4.59
BrC1=CC=CC=C1C1=CC=CC=C1,55705,4.59
c1ncccc1CN(C)C,2055-21-2,0.49
[H]C1=C([H])C([H])=C(C([H])=N1)C([H])([H])N(C([H])([H])[H])C([H])([H])[H],2055-21-2,0.49
CN(C)Cc1c[n]ccc1,2055-21-2,0.49
CN(C)Cc1cccnc1,2055-21-2,0.49
CN(C)CC1=CC=CN=C1,2055-21-2,0.49
OC(=CCCN1CCC(CC1)N1C(O)=NC2=CC=CC=C12)C1=CC=C(F)C=C1,2062-84-2,3.91
[H]OC(=C([H])C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])C([H])(N2C(O[H])=NC3=C([H])C([H])=C([H])C([H])=C23)C([H])([H])C1([H])[H])C1=C([H])C([H])=C(F)C([H])=C1[H],2062-84-2,3.91
[H]OC1=NC2=C([H])C([H])=C([H])C([H])=C2N1C1([H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])C(=O)C2=C([H])C([H])=C(F)C([H])=C2[H])C([H])([H])C1([H])[H],2062-84-2,3.91
OC1=NC2=CC=CC=C2N1C1CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1,2062-84-2,3.91
[H]OC(=C([H])C([H])([H])C([H])([H])N1C([H])([H])C([H])([H])C([H])(N2C(=O)N([H])C3=C([H])C([H])=C([H])C([H])=C23)C([H])([H])C1([H])[H])C1=C([H])C([H])=C(F)C([H])=C1[H],2062-84-2,3.91
OC(=CCCN1CCC(CC1)N1C(=O)NC2=CC=CC=C12)C1=CC=C(F)C=C1,2062-84-2,3.91
[H]N1C(=O)N(C2=C([H])C([H])=C([H])C([H])=C12)C1([H])C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])C([H])([H])C(=O)C2=C([H])C([H])=C(F)C([H])=C2[H])C([H])([H])C1([H])[H],2062-84-2,3.91
FC1=CC=C(C=C1)C(=O)CCCN1CCC(CC1)N1C(=O)NC2=CC=CC=C12,2062-84-2,3.91
O=c1[nH]c2ccccc2n1C1CCN(CCCC(=O)c2ccc(F)cc2)CC1,2062-84-2,3.91
O=C1Nc2ccccc2N1C1CCN(CCCC(=O)c2ccc(F)cc2)CC1,2062-84-2,3.91
CCCCCCOC(N)=O,2114-20-7,1.85
[H]N([H])C(=O)OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],2114-20-7,1.85
CCCCCCOC(=O)N,2114-20-7,1.85
[H]OC(=N[H])OC([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],2114-20-7,1.85
CCCCCCOC(O)=N,2114-20-7,1.85
Brc1cccc(c1)N=C=S,2131-59-1,4.12
[H]C1=C([H])C(N=C=S)=C([H])C(Br)=C1[H],2131-59-1,4.12
S=C=Nc1cccc(Br)c1,2131-59-1,4.12
BrC1=CC=CC(=C1)N=C=S,2131-59-1,4.12
OC(=O)c1ccc(N=C=S)cc1,2131-62-6,3.52
OC(=O)C1=CC=C(C=C1)N=C=S,2131-62-6,3.52
[H]OC(=O)C1=C([H])C([H])=C(N=C=S)C([H])=C1[H],2131-62-6,3.52
OC(=O)c1ccc(cc1)N=C=S,2131-62-6,3.52
CN(C)c1ccc(cc1)N=C=S,2131-64-8,3.96
CN(C)C1=CC=C(C=C1)N=C=S,2131-64-8,3.96
[H]C1=C([H])C(=C([H])C([H])=C1N=C=S)N(C([H])([H])[H])C([H])([H])[H],2131-64-8,3.96
CC(=O)OC[C@H]1O[C@H]([C@H](OC(C)=O)[C@@H]1OC(C)=O)N1N=CC(O)=NC1=O,2169-64-4,-0.2
[H]N1C(=O)C([H])=NN(C1=O)C1([H])OC([H])(C([H])([H])OC(=O)C([H])([H])[H])C([H])(OC(=O)C([H])([H])[H])C1([H])OC(=O)C([H])([H])[H],2169-64-4,-0.2
CC(=O)O[C@@H]1[C@H](OC(=O)C)[C@@H](COC(=O)C)O[C@H]1n1ncc(=O)[nH]c1=O,2169-64-4,-0.2
CC(=O)O[C@@H]1[C@H](OC(C)=O)[C@@H](COC(C)=O)O[C@H]1N1N=CC(=O)NC1=O,2169-64-4,-0.2
CC(=O)OC[C@H]1O[C@H]([C@H](OC(C)=O)[C@@H]1OC(C)=O)N1N=CC(=O)NC1=O,2169-64-4,-0.2
CC(=O)OC1C(OC(C)=O)C(COC(C)=O)OC1N1N=CC(=O)NC1=O,2169-64-4,-0.2
CC(=O)OCC1OC(C(OC(C)=O)C1OC(C)=O)N1N=CC(=O)NC1=O,2169-64-4,-0.2
[H]OC1=NC(=O)C([H])=NN1C1([H])OC([H])(C([H])([H])OC(=O)C([H])([H])[H])C([H])(OC(=O)C([H])([H])[H])C1([H])OC(=O)C([H])([H])[H],2169-64-4,-0.2
CC(=O)OC[C@H]1O[C@H]([C@H](OC(C)=O)[C@@H]1OC(C)=O)N1N=CC(=O)N=C1O,2169-64-4,-0.2
CC(=O)OCC1OC(C(OC(C)=O)C1OC(C)=O)N1N=CC(=O)N=C1O,2169-64-4,-0.2
[H]OC1=NC(=O)N(N=C1[H])C1([H])OC([H])(C([H])([H])OC(=O)C([H])([H])[H])C([H])(OC(=O)C([H])([H])[H])C1([H])OC(=O)C([H])([H])[H],2169-64-4,-0.2
CC(=O)OCC1OC(C(OC(C)=O)C1OC(C)=O)N1N=CC(O)=NC1=O,2169-64-4,-0.2
CC(=O)NC1=CC=C(C)C(C)=C1,2198-54-1,2.1
[H]OC(=C([H])[H])N([H])C1=C([H])C([H])=C(C(=C1[H])C([H])([H])[H])C([H])([H])[H],2198-54-1,2.1
CC1=CC=C(NC(O)=C)C=C1C,2198-54-1,2.1
[H]N(C(=O)C([H])([H])[H])C1=C([H])C([H])=C(C(=C1[H])C([H])([H])[H])C([H])([H])[H],2198-54-1,2.1
Cc1cc(ccc1C)NC(=O)C,2198-54-1,2.1
Cc1cc(ccc1C)NC(C)=O,2198-54-1,2.1
[H]OC(=NC1=C([H])C([H])=C(C(=C1[H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],2198-54-1,2.1
CC(O)=NC1=CC=C(C)C(C)=C1,2198-54-1,2.1
CCCCNP(=O)(OC)OC1=C(Cl)C=C(Cl)C(Cl)=C1,2213-87-8,4.18
[H]N(C([H])([H])C([H])([H])C([H])([H])C([H])([H])[H])P(=O)(OC1=C([H])C(Cl)=C(Cl)C([H])=C1Cl)OC([H])([H])[H],2213-87-8,4.18
CCCCNP(=O)(OC)OC1=CC(Cl)=C(Cl)C=C1Cl,2213-87-8,4.18
COP(=O)(NCCCC)Oc1cc(Cl)c(Cl)cc1Cl,2213-87-8,4.18
O=P(OC)(Oc1c(Cl)cc(Cl)c(Cl)c1)NCCCC,2213-87-8,4.18
CCCC=NP(O)(OC)OC1=C(Cl)C=C(Cl)C(Cl)=C1,2213-87-8,4.18
CCCC=NP(O)(OC)OC1=CC(Cl)=C(Cl)C=C1Cl,2213-87-8,4.18
[H]OP([H])(OC1=C([H])C(Cl)=C(Cl)C([H])=C1Cl)(OC([H])([H])[H])N=C([H])C([H])([H])C([H])([H])C([H])([H])[H],2213-87-8,4.18
CCC=CNP(O)(OC)OC1=C(Cl)C=C(Cl)C(Cl)=C1,2213-87-8,4.18
CCC=CNP(O)(OC)OC1=CC(Cl)=C(Cl)C=C1Cl,2213-87-8,4.18
[H]OP([H])(OC1=C([H])C(Cl)=C(Cl)C([H])=C1Cl)(OC([H])([H])[H])N([H])C([H])=C([H])C([H])([H])C([H])([H])[H],2213-87-8,4.18
[H]OP(OC1=C([H])C(Cl)=C(Cl)C([H])=C1Cl)(OC([H])([H])[H])=NC([H])([H])C([H])([H])C([H])([H])C([H])([H])[H],2213-87-8,4.18
CCCCN=P(O)(OC)OC1=C(Cl)C=C(Cl)C(Cl)=C1,2213-87-8,4.18
CCCCN=P(O)(OC)OC1=CC(Cl)=C(Cl)C=C1Cl,2213-87-8,4.18
COP(O)(OC1=C(Cl)C=C(Cl)C(Cl)=C1)=NCC(C)C,2213-88-9,3.86
COP(O)(NC=C(C)C)OC1=C(Cl)C=C(Cl)C(Cl)=C1,2213-88-9,3.86
COP(O)(NC=C(C)C)OC1=CC(Cl)=C(Cl)C=C1Cl,2213-88-9,3.86
[H]OP([H])(OC1=C([H])C(Cl)=C(Cl)C([H])=C1Cl)(OC([H])([H])[H])N([H])C([H])=C(C([H])([H])[H])C([H])([H])[H],2213-88-9,3.86
[H]N(C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H])P(=O)(OC1=C([H])C(Cl)=C(Cl)C([H])=C1Cl)OC([H])([H])[H],2213-88-9,3.86
COP(=O)(NCC(C)C)OC1=C(Cl)C=C(Cl)C(Cl)=C1,2213-88-9,3.86
COP(=O)(NCC(C)C)OC1=CC(Cl)=C(Cl)C=C1Cl,2213-88-9,3.86
COP(=O)(NCC(C)C)Oc1cc(Cl)c(Cl)cc1Cl,2213-88-9,3.86
O=P(OC)(Oc1c(Cl)cc(Cl)c(Cl)c1)NCC(C)C,2213-88-9,3.86
COP(O)(OC1=C(Cl)C=C(Cl)C(Cl)=C1)N=CC(C)C,2213-88-9,3.86
COP(O)(OC1=CC(Cl)=C(Cl)C=C1Cl)N=CC(C)C,2213-88-9,3.86
[H]OP([H])(OC1=C([H])C(Cl)=C(Cl)C([H])=C1Cl)(OC([H])([H])[H])N=C([H])C([H])(C([H])([H])[H])C([H])([H])[H],2213-88-9,3.86
[H]OP(OC1=C([H])C(Cl)=C(Cl)C([H])=C1Cl)(OC([H])([H])[H])=NC([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],2213-88-9,3.86
COP(O)(OC1=CC(Cl)=C(Cl)C=C1Cl)=NCC(C)C,2213-88-9,3.86
COP(O)(OC1=C(Cl)C=C(Cl)C(Cl)=C1)=NC(C)(C)C,2214-33-7,3.83
[H]N(C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H])P(=O)(OC1=C([H])C(Cl)=C(Cl)C([H])=C1Cl)OC([H])([H])[H],2214-33-7,3.83
COP(=O)(NC(C)(C)C)OC1=C(Cl)C=C(Cl)C(Cl)=C1,2214-33-7,3.83
COP(=O)(NC(C)(C)C)OC1=CC(Cl)=C(Cl)C=C1Cl,2214-33-7,3.83
COP(=O)(NC(C)(C)C)Oc1cc(Cl)c(Cl)cc1Cl,2214-33-7,3.83
O=P(OC)(Oc1c(Cl)cc(Cl)c(Cl)c1)NC(C)(C)C,2214-33-7,3.83
[H]OP(OC1=C([H])C(Cl)=C(Cl)C([H])=C1Cl)(OC([H])([H])[H])=NC(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],2214-33-7,3.83
COP(O)(OC1=CC(Cl)=C(Cl)C=C1Cl)=NC(C)(C)C,2214-33-7,3.83
COc1cccc2ccccc12,2216-69-5,3.45
[H]C1=C([H])C([H])=C2C(OC([H])([H])[H])=C([H])C([H])=C([H])C2=C1[H],2216-69-5,3.45
COc1cccc2ccccc21,2216-69-5,3.45
COC1=CC=CC2=CC=CC=C12,2216-69-5,3.45
OC1=NCC(=O)N1C1=CC=CC=C1,2221-13-8,0.04
[H]OC1=NC([H])=C(O[H])N1C1=C([H])C([H])=C([H])C([H])=C1[H],2221-13-8,0.04
OC1=CN=C(O)N1C1=CC=CC=C1,2221-13-8,0.04
[H]OC1=C([H])N([H])C(=O)N1C1=C([H])C([H])=C([H])C([H])=C1[H],2221-13-8,0.04
OC1=CNC(=O)N1C1=CC=CC=C1,2221-13-8,0.04
[H]N1C(=O)N(C(=O)C1([H])[H])C1=C([H])C([H])=C([H])C([H])=C1[H],2221-13-8,0.04
O=C1CNC(=O)N1C1=CC=CC=C1,2221-13-8,0.04
O=C1NCC(=O)N1c1ccccc1,2221-13-8,0.04
[H]OC1=NC([H])([H])C(=O)N1C1=C([H])C([H])=C([H])C([H])=C1[H],2221-13-8,0.04
FC(F)(F)C1=NC2=CC(Cl)=CC=C2S(=O)(=O)N1,2251-64-1,1.65
[H]OS1(=O)=NC(=NC2=C1C([H])=C([H])C(Cl)=C2[H])C(F)(F)F,2251-64-1,1.65
